name,review,normalized elo
Carbo Pro INTERPHASE Hypertrophy Matrix Swiss Chocolate 2.64 lbs,"ive been using this for a few months now and it works great! i use it to add extra volume in my legs, arms, chest etc...i have noticed that the product is not as effective on women than men but overall its good stuff
",0.6185055748657523
"TRYM II - The Rechargeable Modern Hair Clipper Kit - Ultra-sleek Hair, Body, Mustache, and Beard Trimmer Looks Great in Any Bathroom - AC Adapter, Base Dock, and Trimming Attachments Included by Pure Enrichment","ive had this for a few months now.  i use it to trim my beard every day. i have no complaints about the quality or performance of the product at all.
",0.9231726999166867
"Fytto Thermal Therapy Pack, Large Leak-Proof Cap, Condensation Resistant Fabric","ive used this for a few years now and it works great.  I have had no leaks or condensation issues with the product at all.
",-0.4588897548457211
"Glad ForceFlex OdorShield Tall Kitchen Drawstring Trash Bags, 13 Gallon","ive used these for a few years now and they are great.  I use them to store my trash in the kitchen sink or on top of the fridge.
",-0.36764744165975016
Rhino Ear Washer Bottle System by Doctor Easy,"ive had this for a few months now and it works great.  I have to clean my ears every day or else they get really dry, but the washer is easy enough to use that I don't mind cleaning them daily
",0.5119525923437238
GAMMA RAY 003 UV Glare Protection Amber Tinted Computer Readers Glasses Anti Harmful Blue Rays in Shatterproof Memory Flex Frame - Choose Your Magnification,"ive been using these for a few years now and they are still going strong.  I have had them on my computer all day long without any problems at all, even when I am working with the screen brightness set to 100%.
",0.828659483486883
Adlens Interface Computer Eyewear,"ive been wearing these for a few months now and they are great.  I have had no problems with them at all, even after being hit in the face by my son's ball while playing soccer.
",1.0328391555637588
STAY DRI Hearing Aid Dehumidifier,"ive had this for about a month now and it works great.  I have to keep the water level at 1/2 inch or less, but that is not hard to do with my hands.
",-0.09067761017970208
"NatureWise Pure Garcinia Cambogia,100% Natural HCA Extract Supports Weight Loss and Curbs Appetite, Superior Absorption","ive been taking this for about a month now.  I have lost 10 pounds so far! I am very happy with the results.
",0.32236137919342933
AmazonBasics D Cell Everyday Alkaline Batteries (12-Pack),"ive been using these for a while now and they work great.  I have had no problems with them at all, but I do recommend that you use the original batteries if possible as it will save your battery life
",0.7736078530596834
Equinox International Barber Straight Edge Razor with Black Razor with 100 Blades,"ive had this razor for a few months now and it has been great.  I have used it on my face, legs, arms, etc...and I love the way it feels when you shave your skin.
",-0.2064895343549807
e.l.f. Studio Baked Highlighter 83706 Blush Gems NET WT.0.17 OZ (5g),"ive been using this for a few months now and it is the best highlighters i have ever used!  i use it on my cheeks, lips, eyeshadow, etc...
",0.11718888554185669
"Aromatherapy Top 6 100% Pure Therapeutic Grade Basic Sampler Essential Oil Gift Basic sampler essential oil gift set 6-10ML (lavender, sweet orange, peppermint, lemongrass, tea tree, eucalyptus)","ive used this for a few years now and it works great.  I use it in my diffuser to help with allergies or sinus issues.
",0.40644465909377453
Sinus Rinse 16oz Extra Large Bottle,"ive been using this for a few months now and it works great.  I use it when i have to go out in the cold weather, or if my sinuses are bothering me.
",0.3280136117124308
Natural Cotton Muslin Drawstring Bags 3x5 Inches (7x12 Cm) 100 Count,"ive used these for a few years now and they are great.  I use them to carry my lunch, snacks or whatever else i need in the car.
",-0.09258232335485612
Nair Hair Remover Bikini Cream Sensitive 1.7 Ounce (50ml) (2 Pack),"ive used this for a few months now and it works great! i have very sensitive skin so the smell is not too bad, but if you are looking to get rid of your hair in one easy step then this product will work well for you
",-0.3509716716523951
Puritan's Pride Hops Valerian Combo-100 Capsules,"ive been taking this for about a month now and i have noticed that my energy level has increased.  i also feel more alert in the morning, but not as much at night.
",-0.026938512580648662
Swanson Timed-Release Horse Chestnut 22% Aescin 200 mg 120 Tabs,"ive been taking this for a few months now and it has helped me with my back pain.  I have to take 2 pills per day but i feel much better after each dose
",-0.12453473014818088
Pure Science AE-3 Chrysin with DIM & Stinging Nettle Root Extract – Natural Aromatase Inhibitor & Estrogen Blocker for Men – 30 Capsules,"ive been taking this product for about a month now and i have noticed that my libido has increased.  i am not sure if it is the chrysoidine or the stinging nettle root extract but either way, im happy to be
",0.03889780659056114
"New Ludens Blue Raspberry Cough Drops, Single Pack","ive been using these for a few years now and they are great.  I have used them in the middle of winter when I was sick with bronchitis or pneumonia.
",0.9332166159607492
Prometheus Ultimo X II Chrome Wave Triple Flame Torch Lighter,"ive had this for a few months now and it still works great.  I use it to light my cigs, but also as an emergency lighter in the car when i forget my lighter or have no matches on me.
",0.08797606906688663
"Essential Oils Aromatherapy Gift Set - 100% Pure Therapeutic Grade Guaranteed - Premium 6 (Peppermint, Lavender, Orange, Eucalyptus, Lemongrass, Tea Tree) - #1 Award-Winning Ultra Fine Quality","ive been using this for a few months now and it has helped me with my anxiety.  I have used it in the morning before work to help calm down when i get anxious or nervous about going into work.
",0.311271099179894
MuscleTech Anarchy Pre-Workout Fruit Punch Powder,"ive been using this for a few weeks now and i love it.  i have to take my preworkouts with me when im on the go, but its great in between workouts as well!
",1.3698761249517923
Aveeno Baby Wash and Shampoo,"ive been using this for a few months now.  it works great on my son's hair, but i have to use it every day or else his scalp gets dry.
",-2.673626944565271
"Duracell Procell 9 Volt Batteries, Pack of 12","ive had these for a while now and they work great.  i have them in my car as well so i can charge up the phone when im on the road
",0.30698583522598144
Dutchess Wet Bag Cloth Menstrual Pads Storage Bag - Reusable Breast Pads - Storage Bag - Incontinence Brief Storage Bag,"ive used these for a few years now and they are great.  I have had no problems with them at all, but I do wish that the elastic was more stretchy so it would fit my larger breasts better.
",0.049351906048987836
Vita Sciences Neuropathy Pain Relief Cream - Nervex Pain Treatment - 1.7 Fl Oz,"ive been using this for about a month now and it has helped me with my pain, but i have to say that the smell is not very pleasant at all!
",-4.100648842520882
Calabria Reading Glasses - 714 Flexie in Charcoal,"ive been using these glasses for a few years now and they are still going strong.  I have had them on my face all day long without any problems or discomfort at all.
",-0.14983573974723155
Perfecto Deluxe Chrome Razor and Brush Stand - The Best Safety Razor Stand. This Will Prolong The Life Of Your Shaving Brush.,"ive had this for a few months now, it works great!  I use the razor on my face as well as shave with it so i can get close to my skin without cutting myself.
",-0.6651888206938501
Real-Ease Neck and Shoulder Relaxer,"ive been using this for a few months now.  it works great, but i have to use it every night before bed or else my neck gets stiff.
",-3.489668920309294
HoseGlide - CPAP Hose Management System,"ive been using this for about a month now and it works great.  I have to say that the hose is very easy to use, but I do wish there was an option of having more than one hose on my machine at once.
",0.6815132506149183
"Now Foods, Omega 3-6-9 1000 mg","ive been taking this for a few months now and i have to say it works great.  i take 1/2 of the recommended dose daily with my fish oil supplement.
",-0.1710197919645796
"ReliefX 4oz. Pain Relief Cream with Arnica - May Help Relieve Soreness in Muscles, Joints, Feet and Lower Back","ive been using this for a few weeks now and it works great! i have had some sore muscles but not as much pain as before.  i will be buying more of these when they run out
",-0.850000879358527
DONJOY Aircast A60 Ankle Support,"ive been using this for about a month now and it has helped me out alot.  I have had some ankle problems in the past but i think that is because of my weight, so this helps to keep them from getting worse
",0.06402168369418108
"Turmeric Curcumin Capsules ★ 100% MONEY BACK GUARANTEE ★ - with BioPerine Black Pepper Extract, Aids Absorption - Without This it Won't Work.120 Veggie 500mg Turmeric Supplement, 95% Curcuminoids","ive been taking this for a few weeks now and i have noticed that my skin is much more clear than before I started using the product.  I would recommend this to anyone who wants an effective way of getting rid of acne scars
",0.4167459037753403
Ripped Freak Parent,"ive been using this for a few months now and it works great.  I have used it with my son who is 4 years old, he loves to wear his shirt over his head when we go out in the car or play outside.
",-0.8312437785780628
"Quilted Northern Ultra Soft and Strong Bath Tissue, 36 Mega Rolls","ive used this for years.  it is the best tissue ever!  i have a lot of allergies so i use it to clean my face after washing with soap or shampoo.
",0.047923595885852724
"Redefine Nutrition Stimul8 Nutritional Supplements, 40 Servings","ive been taking this for a few weeks now and i have to say it works great.  i take one in the morning with my breakfast and another at night before bedtime.
",0.7338926239420511
Temptooth #1 Seller Trusted Patented Temporary Tooth Replacement Product - with FREE dental tools,"ive had this for a few years now and it works great.  I have used it on my own teeth, friends teeth as well as in the dentist office.
",-0.07161291855509898
SPECIAL PACK OF 3-Aquasonic Gel 8.5oz Each,"ive used these for years and they are great!  I use them in my aquariums to keep the water clear, but also as a deodorizer when i have fish that need it.
",1.0831254271772142
Cane -Affordable Gift for your Loved One! Item #DHAR-CS,"ive been using this cane since my stroke and it has helped me a lot.  I have to use the canes at work but I am able to walk around without any problems.
",0.06998789682807187
"Karman Transport Wheelchair with Companion Brakes, 18 inch Seat and 14 inch Rear Wheels, Silver Frame","ive had this for about a month now.  it is great!  i have it in my car to go shopping or out on the town.
",-0.32953806987404677
Badger Balm - Pre-Shave Oil - Navigator Class Man Care - 2 oz,"ive used this for years and it works great.  I use it on my legs, arms, chest, etc...and I have no problems with razor burn or ingrown hairs
",-0.10502934549922094
Vital & Strong Pure Turmeric Curcumin 1000mg,"ive been taking this for a few months now and i have to say it works great.  i take 1/2 tsp in my morning coffee, or as needed throughout the day.
",-0.7288870307395665
Mutant Pro 100 Gourmet Whey Protein Supplement,"ive been using this for a few months now and i love it.  i have tried other wheys but none compare to the taste of this one!
",-0.2301700986692202
Nature's Bounty Hair Skin and Nails 5000 mcg of Biotin - 250 Coated Tablets Regular & Extra Strength,"ive been taking this for a few months now.  i have noticed that my hair is growing faster than it did before i started using biotin, but the only side effect im experiencing is dryness in my skin.
",0.4082951023542023
pHenomenal Water - One gallon,"ive been using this for a few months now and it works great.  I use it to make my own water, but also as an emergency backup when i'm out of town or on vacation.
",0.026058218025834263
"InnoGear Aromatherapy Essential Oil Diffuser Portable Ultrasonic Diffusers with Color LED Lights Changing and Waterless Auto Shut-off Function for Home Office Bedroom Room, 100 mL","ive had this diffuser for about a month now.  it works great!  i have it in my bedroom so i can use the aromas throughout the house without having to worry about burning up candles or incense.
",0.3036434778481358
truMedic TENS Unit Electronic Pulse Massager,"ive had this for a few months now and it works great.  I use it on my back, legs, arms, etc...and I have no problems with the battery lasting long enough to get through an entire day of work or school.
",0.8379925548283723
Omron Alvita Ultimate Pedometer,"ive been using this for a few months now and it works great.  I have lost about 10 pounds so far, but I am not sure if that is due to the pedometers or just my lifestyle changes.
",0.41954826128827727
"InteVision Foam Wedge Bed Pillow (25"" x 24"" x 12"") with High Quality, Removable Cover","ive had this pillow for a few months now and it is still in perfect condition.  i use it as my side sleep on the couch or bed at night.
",1.2687983484896639
Scorch Torch Aficionado Easy Slide Switch Triple Jet Flame Butane Torch Cigarette Cigar Lighter w/ Butane Window,"ive had this for a few months now and it works great.  i use it to light my cigars, but i also have used it on the stove top as well.
",-0.1617871866689195
"Vitamin World Green Source Multi Vitamins and Minerals, 240 Count","ive been taking these for a few months now.  they are great!  i take them with my daily multivitamin.
",0.9821438404450471
Home Office Magenta Plastic Five Claw Design Head SPA Scalp Massager,"ive had this for a month now and it works great.  I use it on my head, neck, back of the shoulders, etc...and I love how quiet it is!
",0.7060964655902604
Boiron Homeopathic Medicine Nux Vomica,"ive been taking this for about a month now and i have to say it works great.  i take one every morning with my breakfast, and the other night before bedtime.
",-0.3918940018050565
"Gain Fireworks In-Wash Scent Booster Granules, Original Scent, 750 g","ive used this product for a few years now and it works great.  I use it in my air freshener to help mask the smell of my room when i have guests over or if im just cleaning up after them.
",0.751985053726735
"Band Aid Brand Friction Block Stick.34oz,  Boxes (Pack of 3)","ive used this for years and it works great.  I use it on my car tires to stop the squealing when i drive over a pothole or something like that.
",-0.9686461828177978
"Tenga Easy Beat Egg Lotion Personal Lubricant, 65 Milliliters","ive been using this for a few months now and it works great.  I use it on my penis before masturbation or sex to keep the skin soft and smooth.
",-0.6238667148526551
4X Round Shape Foldable Pocket Spiegel Magnifying Glass Black,"ive had this for a few months now and it still works great.  i use it to read my phone, watch tv or even look at the computer screen while i'm working on something else!
",0.19131631335657362
Magnilife Relaxing legs cream 4 oz 2 pack,"ive been using this for a few months now and it works great.  I have very sensitive skin so I use the lotion on my feet, hands, elbows, knees etc...and it is amazing!
",0.30197248962226336
"TENA Incontinence Underwear for Women, Protective, Small/Medium, 18 Count","ive been using this product since i was pregnant and it has worked great.  i have a very sensitive bladder so I use the medium size.
",0.48556015293211224
RMS Oversized Hospital Bed Sheet Set,"ive had this for a month now and it is still in great condition.  I have no complaints about the quality of the product or its price.
",1.5705155937955206
"Einstein's Secret All-Natural, Eco-Friendly Grease Eliminator Degreaser, Chemical-Free Formula","ive used this product for years and it works great.  I use it on my car every time i wash the car or clean out the trunk.
",-0.5816962833785378
Solon Foot Solutions Toe Caps  1 Pair,"ive been wearing these for a few years now and they are still going strong.  I have had to replace the rubber tips on one pair twice, but I can't complain about them being comfortable or durable!
",0.5181876679411207
NOVA Medical Products Deluxe Bath Seat with Back & Arms,"ive had this for a month now and it is great.  I have been using it in the tub, on my bed or even at work!  It has held up well so far.
",0.28236992046128945
BulkSupplements CLA Softgels (1000mg) (Conjugated Linoleic Acid),"ive been taking this for a few weeks now and i have to say it has helped me lose weight.  i am not sure if its the CLA or just my diet but im happy with either way
",-0.7111949838678588
Hugo Elite Rollator Walker with Seat,"ive had this for about a month now and it is great.  I have to say that the seat is not as comfortable as I would like, but its still very good quality.
",-0.22901610915147966
Aiya America Organic Ceremonial Matcha Green Tea Usu-cha (30 Gram Tin),"ive been using this for a few months now and it is great.  I use it in my morning tea, or as an afternoon pick me up.
",0.5303609444771284
Bayer Contour Next USB Blood Glucose Monitoring System,"ive been using this for a few months now and it works great.  I have had no problems with the accuracy of readings, or any other issues that I've experienced so far.
",1.4146373016757492
Mommy's Bliss Pack Gripe Water,"ive been using this for a few months now and it works great.  I have had no problems with the product at all, but I do recommend that you use it in conjunction with other products to get maximum results.
",-0.24439520837941567
Easy@Home 8 Pregnancy Tests - hCG Midstream Sticks,"ive used these for a few months now and they work great.  I have had no false positives or negatives, so I would recommend them to anyone who is pregnant!
",0.9377985682550197
Puritan's Pride Zygest 13 Multi-Enzyme-90 Capsules,"ive been taking this for about a month now and i have to say it works great.  i take one capsule in the morning with my breakfast, then another at night before bedtime.
",0.0967196214030879
Signstek 500milliliter Aroma Diffuser LED Color Changing Ultrasonic Home Air Humidifier,"ive had this for a month now and it works great.  I have to keep the water level at about 1/2 inch or less, but that is not hard to do with my humidifier.
",-0.3532847406731048
"Thumb Support Splint TailorSplint 3/32"" (2.4mm) OptiPerf Beige, Medium","ive had this splint for about a month now and it has held up well so far.  I have to say that the first time i used it was when my thumb got caught in the door of my car while driving home from work one day
",-0.5557032222289787
"USDA Certified Organic Eucalyptus Essential Oil. 100% Pure, Undiluted, Therapeutic Grade","ive been using this for a few weeks now and it has helped me with my allergies! i have not had any problems since I started using it
",0.7674539645722541
"Procter & Gamble 82027 Magic Eraser, 4-Ct.","ive used this for years and it works great!  I have a lot of hair in my house so I use it on the carpet as well.
",0.6456646273270096
Personal Lubricant. Lulu Lube Natural Water-Based Lubes for Men and Women. 16 oz. - Lubricants Made in USA - 100% Unconditional Money Back,"ive used this product on my wife, she loves it!  it is a little thicker than the other lubes i have tried but that's ok with her
",-1.7669567201358363
"PureLife Gabatrol, Fast Acting Stress and Anxiety Formula, 90 Capsules. Includes Free Sample of Ultra Bliss. Helps Improve Mental Focus and Clarity. Promotes Relaxation. GMO Free","ive been taking this for about a month now and i have noticed that my anxiety has gone down significantly! I would recommend it to anyone who is looking for an effective way to relax their mind
",-0.5095438182628665
Drive Medical Winnie Lite 3 Wheel Rollator,"ive had this for about a month now and it is great.  I have to say that the wheels are not as sturdy as I would like them, but they do roll well enough.
",0.07266827799334334
"Spring Valley - Super B-Complex, 250 Tablets","ive been taking this for about a month now and i have noticed that my energy level has increased.  i feel more alert in the morning than ever before!
",0.06913241870496939
A Size Down Intense Serum,"ive been using this for a few months now and i love it.  i use it as my night cream, but also on the days when im not wearing makeup or if i have an extra dry skin day.
",-0.44365029444085424
"Prestige Medical 82-OB-BLK  Adult Aneroid Sphygmomanometer, Large","ive had this for a few years now and it still works great. I have to admit that the first time i used it was when my doctor gave me his old one as he didn't want to use mine anymore.
",0.32720465859887776
Frontier Elder Berries Whole Organic - 1 lb,"ive been using this for a few months now and it has helped me with my energy levels.  I have not noticed any side effects from the product, but I do take care to eat healthy foods as well
",0.11032672237043334
"Soft Protective Helmet, Medium (21-22 inches), Blue","ive had this helmet for about a month now and it has held up well.  I have not yet experienced any problems with the fit or anything else.
",1.2671809094252098
"Activa Naturals Whey Protein Powder, Strawberry, 5 Pound","ive been using this for a few weeks now and i love it.  i have to take my protein with me when im working out so its great that there is whey in the product
",-1.6876166004366144
GESS 620 German Ultrasonic Cleansing Instrument Electric Facial & Body Cleansing Brush Spa Massage,"ive had this for a few months now and it has been great.  I use it on my face, neck, arms, legs, etc...and I love the way it feels when i'm done!
",-0.5459308122070615
BH Reusable-Washable waterproof bed pad / chair pad 17 x 24,"ive used this for a few years now and it still looks new.  I use it on my couch, love the way its made out of fabric so you can wash it in the washing machine without any damage to your furniture!
",0.3461703579672856
Dr. Scholl's Massaging Gel Heel Cushions Men's 8-13  (Pack of 3),"ive had these for a few months now and they are great! i have to wear them all day long, but the gel is sooo good that it doesn't hurt my feet at all.
",2.5939152727698356
"PRO-Kids: Children's Probiotics - 60 Tiny, Sugar Free, Once Daily, Time Release Pearls - 15x More Effective than Capsules - Recommended with Vitamins - for Kids Ages 3 and Up - Very Easy to Swallow","ive been taking these probiotics since i was a kid.  they are great!  i have had no stomach issues or any other problems at all.
",0.7941830876093674
BulkSupplements Pure Taurine Powder,"ive been taking this for a few weeks now and i have noticed that my energy level has increased.  i feel more alert, focused, and energetic than ever before!
",-0.8836797751938829
Regal Earth Eucalyptus Essential Oil - 30ml,"ive been using this for a few months now and it has helped me with my allergies.  I have used it on the back of my neck, in my hair, under my eyes...it works great!
",0.39053045799178243
Amazon Elements Wipes,"ive used these for years and they are great.  I use them to clean my car, the bathroom sink, etc...
",1.098063340477338
"Muscle Pharm Combat Crunch Supplement, 12 Count","ive been taking this for a few weeks now and i have to say it works great.  i take 2 pills in the morning with my breakfast and they help me get through the day without feeling tired or sluggish.
",0.573136528588222
"Colon Helper - The Best Colon Cleanse & Detox Formula - Feel Clean, Refreshed and Energized - Improve Weight Loss Results - Excellent Digestive Aid - 100% Pure & Natural Ingredients - 3 Million Bottles Sold","ive been using this for a few months now.  i have to say that it works great! i feel so much better after taking it.
",0.42621762874163255
Bach Original Flower Remedy - Cherry Plum and Star of Bethlehem Chewing Gum - Anxiety and Stress Relief - Sugar Free - (40 Pieces),"ive been using this for a few months now.  i have used it to help with anxiety, stress, and depression. i use it in the morning before work or school.
",0.08098596617075035
"Disc Pendant - Chew Necklace for Sensory, Oral Motor, Anxiety, Autism, ADHD","ive been using this necklace since my son was born.  he loves it and i love that he can chew on it while im watching tv or reading a book!
",0.8641972529482531
"Kirkland Signature Quit Smoking Gum, 4 mg, 380 Count","ive been using this for a few months now and i love it.  i have tried other gum but none of them work as well or last as long as this one does!
",0.17442891573401204
Eucalyptus Essential Oil - 100% Pure Therapeutic Grade Eucalyptus Oil by Natural Acres - 10ml,"ive been using this for a few months now and it has helped me with my allergies.  I have not had any problems since i started using it, so im happy to say that its working great!
",-0.67415656817999
Dutchess Reusable Sanitary Pads,"ive used these for years and they are great.  I have a lot of dogs that use them, so I can't imagine how much more sanitary it would be if you were using disposable pads!
",-0.122732735034144
"Water-based Natural Lube,  8 Ounce","ive used this for a few months now and it works great.  I use it on my wife's clit to make her cum faster when she is in the mood.
",-0.48954031369955503
"TruNature Prostate Health Complex - Saw Palmetto with Zinc, Lycopene, Pumpkin Seed - 250 Softgels","ive been taking this for about a month now and i have noticed that my prostate is shrinking.  i am very happy to see it shrink!
",-0.25459057577626715
"5 mg, 275 pills,","ive been taking this for about a month now and i have to say it works great.  i take one pill at night before bedtime and the next morning my skin is smooth as silk!
",-1.319785074495296
NorthShore Premium Super-Absorbent Underpads (Chux),"ive used these for years and they are the best underpad ever.  I have a hard time finding them in stores, but I can always find them on Amazon or eBay.
",2.089105791221296
Subaru Front License Plate Adapter Kit,"ive had this for a few months now and it works great.  I have the plate on my car, but I can't get it to stay in place when i drive with it off.
",-0.8218124601062515
Member's Mark Nicotine Lozenge 4mg 189 ct Mint / Previously Simply Right,"ive been using this for a few months now and i love it.  i have tried other nicotine lozenges but none compare to the taste of this one!
",0.19903150554058355
"BUFF National Geographic Buff, OS, 71065ZULU","ive been using this for a few years now and it works great.  I have used it in the car as well as at home on my computer.
",0.020471122919083092
"Matrix Wonders Micro Oil Conditioner for Unisex, 6.8 Ounce","ive used this oil on my hair and it works great! i use a little bit of water to make sure the product is not too thick or sticky but its perfect for me
",1.339269315112918
Unisex PM 2.5 Pollen Dust Face Mouth Masks -ZWZCYZ Anti Dust Activated Carbon Cotton Warm Masks Filter Breath Respirator Reusable Washable Allergy Flu Gauze Mask,"ive used these for a few years now and they are great!  I have had them on my face all day long without any problems, even when I was in the middle of an allergy attack.
",0.30879289500519197
LENOX TOGETHER FOREVER CAT BRIDE & GROOM NEW IN BOX,"ive been using this for a few years now and it works great.  I have used it on my cat, dog, horse, etc...
",0.25426382684205145
"Garden of Life - RAW Probiotics Ultimate Care - Acidophilus and Bifidobacteria Live Culture Probiotic - Gluten, Soy, and GMO-Free - 30 Vegetarian Capsules","ive been taking this for about a month now.  i have not noticed any difference in my digestion or energy levels but i do notice that it helps with gas when im eating something heavy like pasta.
",-2.7218523568443156
Periodic Essentials || Magnesium Bis-Glycinate,"ive been taking this for about a month now and i have noticed that my skin is much more hydrated.  i also notice less breakouts, but it has not completely eliminated them yet
",0.2694484382559087
Nature's Way Tru-OPCs 75mg,"ive been taking these for about a month now and they are great.  I have no side effects at all, but I do notice that my hair is thicker than it was before i started using them.
",-1.4844196210860443
"Charmin Ultra Strong Toilet Paper, Bath Tissue","ive used this for years and it works great.  I have a large family so I use the extra roll to keep everyone happy!
",-0.7527113433851311
"Cosamin ASU Active People Capsule, 180-Count","ive been taking this for about a month now and i have to say it works great.  i take one capsule in the morning with my breakfast and another at night before bedtime.
",0.2201206100584207
"White Kidney Bean Extract - #1 Premium Formula for Weight Loss & Appetite Suppression - Highest Grade, Best Premium Quality – Carb Blocker - Guaranteed By California Products","ive been taking this product for about a month now and i have lost 3 pounds.  i am very happy with the results so far!
",-1.3004645162832509
Propolis - Homeopathic Ointment for Topical Application 60 gr (2 Tubes x 30 gr),"ive been using this product on my dogs skin and it works great.  i have used other products that are supposed to be good but they dont work as well or last long enough, so i will keep buying this one
",0.6628351577425425
"Omega 3 Antarctic Krill Oil 1000mg - MSC Certified Sustainable SuperbaBoost - With EPA & DHA Fatty Acids & Astaxanthin - Heart, Brain, Skin, Joint & Immune Support - 60 Softgels","ive been taking this for about a month now and i have noticed that my skin is much more clear.  i also notice that it has helped with the dryness in my mouth.
",0.47857297200283755
